Sample	Family	Genus_species	Count	cruisenum	site	camera	depth	lat	lon	comments	opdate_time	bruvsops_recordcreated	timeoftimeonseabed	timeofendsamplingtime	tapereader	genus	species	timefirstseen	stage	activity	timefirstfeed	timemaxnumseen	caabcode	bruvsspecies_recordcreated	status	taxa
GBISBRUVS01	Latridae	Nemadactylus macropterus	4	50.0	1.0	34.0	64.0	-36.0526	175.3665	Very dark. Cant see bottom, but very silty habitat	39016.28194444445	39091.38790509259	39099.54918981482	39099.55950231481	Glenn Shiell	Nemadactylus	macropterus	3.53333	AD	F	12.8	7.1	37991376.0	39099.54988425926	N	Nemadactylus macropterus
GBISBRUVS01	Scorpaenidae	Helicolenus percoides	1	50.0	1.0	34.0	64.0	-36.0526	175.3665	Very dark. Cant see bottom, but very silty habitat	39016.28194444445	39091.38790509259	39099.54918981482	39099.55950231481	Glenn Shiell	Helicolenus	percoides	4.75	AD	P	0.0	4.75	37287001.0	39099.55033564815	N	Helicolenus percoides
GBISBRUVS01	Sparidae	Pagrus auratus	2	50.0	1.0	34.0	64.0	-36.0526	175.3665	Very dark. Cant see bottom, but very silty habitat	39016.28194444445	39091.38790509259	39099.54918981482	39099.55950231481	Glenn Shiell	Pagrus	auratus	7.7	AD	F	12.8	10.41666	37353001.0	39099.55210648148	N	Pagrus auratus
GBISBRUVS01	Carangidae	Pseudocaranx dentex	70	50.0	1.0	34.0	64.0	-36.0526	175.3665	Very dark. Cant see bottom, but very silty habitat	39016.28194444445	39091.38790509259	39099.54918981482	39099.55950231481	Glenn Shiell	Pseudocaranx	dentex	8.06666	AD	P	0.0	8.31666	37337062.0	39099.55258101852	N	Pseudocaranx dentex
GBISBRUVS01	Pinguipedidae	Parapercis colias	1	50.0	1.0	34.0	64.0	-36.0526	175.3665	Very dark. Cant see bottom, but very silty habitat	39016.28194444445	39091.38790509259	39099.54918981482	39099.55950231481	Glenn Shiell	Parapercis	colias	12.33333	AD	F	16.81666	12.33333	37390790.0	39099.554456018515	N	Parapercis colias
GBISBRUVS01	Monacanthidae	Parika scaber	1	50.0	1.0	34.0	64.0	-36.0526	175.3665	Very dark. Cant see bottom, but very silty habitat	39016.28194444445	39091.38790509259	39099.54918981482	39099.55950231481	Glenn Shiell	Parika	scaber	13.38333	AD	P	0.0	13.38333	37465005.0	39099.55506944445	N	Parika scaber
GBISBRUVS01	Labridae	Bodianus unimaculatus	1	50.0	1.0	34.0	64.0	-36.0526	175.3665	Very dark. Cant see bottom, but very silty habitat	39016.28194444445	39091.38790509259	39099.54918981482	39099.55950231481	Glenn Shiell	Bodianus	unimaculatus	16.56666	F	P	0.0	16.56666	37384061.0	39099.555868055555	N	Bodianus unimaculatus
GBISBRUVS01	Labridae	Bodianus unimaculatus	1	50.0	1.0	34.0	64.0	-36.0526	175.3665	Very dark. Cant see bottom, but very silty habitat	39016.28194444445	39091.38790509259	39099.54918981482	39099.55950231481	Glenn Shiell	Bodianus	unimaculatus	30.26666	M	P	0.0	30.26666	37384061.0	39099.55837962963	N	Bodianus unimaculatus
GBISBRUVS03	Monacanthidae	Parika scaber	1	50.0	1.0	12.0	75.0	-36.0176	175.4346	Vis ~3-4m.	39016.32986111111	39091.38790509259	39100.49980324074	39100.51314814815	Glenn Shiell	Parika	scaber	6.93333	AD	P	0.0	6.93333	37465005.0	39100.49989583333	N	Parika scaber
GBISBRUVS03	Labridae	Bodianus unimaculatus	1	50.0	1.0	12.0	75.0	-36.0176	175.4346	Vis ~3-4m.	39016.32986111111	39091.38790509259	39100.49980324074	39100.51314814815	Glenn Shiell	Bodianus	unimaculatus	10.4	M	F	13.43333	10.4	37384061.0	39100.501238425924	N	Bodianus unimaculatus
GBISBRUVS03	Labridae	Bodianus unimaculatus	2	50.0	1.0	12.0	75.0	-36.0176	175.4346	Vis ~3-4m.	39016.32986111111	39091.38790509259	39100.49980324074	39100.51314814815	Glenn Shiell	Bodianus	unimaculatus	11.2	F	P	0.0	13.98333	37384061.0	39100.50188657407	N	Bodianus unimaculatus
GBISBRUVS03	Labridae	Pseudolabrus miles	1	50.0	1.0	12.0	75.0	-36.0176	175.4346	Vis ~3-4m.	39016.32986111111	39091.38790509259	39100.49980324074	39100.51314814815	Glenn Shiell	Pseudolabrus	miles	13.9	AD	F	13.9	13.9	37991372.0	39100.502546296295	N	Pseudolabrus miles
GBISBRUVS03	Pinguipedidae	Parapercis colias	1	50.0	1.0	12.0	75.0	-36.0176	175.4346	Vis ~3-4m.	39016.32986111111	39091.38790509259	39100.49980324074	39100.51314814815	Glenn Shiell	Parapercis	colias	12.85	JUV	P	0.0	12.85	37390790.0	39100.50289351852	N	Parapercis colias
GBISBRUVS03	Pinguipedidae	Parapercis colias	2	50.0	1.0	12.0	75.0	-36.0176	175.4346	Vis ~3-4m.	39016.32986111111	39091.38790509259	39100.49980324074	39100.51314814815	Glenn Shiell	Parapercis	colias	14.93333	AD	P	0.0	16.08333	37390790.0	39100.50398148148	N	Parapercis colias
GBISBRUVS03	Triglidae	Chelidonichthys kumu	1	50.0	1.0	12.0	75.0	-36.0176	175.4346	Vis ~3-4m.	39016.32986111111	39091.38790509259	39100.49980324074	39100.51314814815	Glenn Shiell	Chelidonichthys	kumu	15.33333	AD	P	0.0	15.33333	37288001.0	39100.50601851852	N	Chelidonichthys kumu
GBISBRUVS03	Sparidae	Pagrus auratus	1	50.0	1.0	12.0	75.0	-36.0176	175.4346	Vis ~3-4m.	39016.32986111111	39091.38790509259	39100.49980324074	39100.51314814815	Glenn Shiell	Pagrus	auratus	32.08333	AD	P	0.0	32.08333	37353001.0	39100.51256944444	N	Pagrus auratus
GBISBRUVS06	Carangidae	Pseudocaranx dentex	40	50.0	3.0	12.0	104.0	-36.0137	175.5039	focus	39016.39236111111	39092.4075	39100.49471064815	39100.49857638889	Tim Langlois	Pseudocaranx	dentex	28.9	AD	P	0.0	28.9	37337062.0	39100.497037037036	N	Pseudocaranx dentex
GBISBRUVS07	Scorpaenidae	Helicolenus percoides	4	50.0	4.0	12.0	104.0	-36.0048	175.5287	Vis poor - very little light penetration. Going to make measurements very hard.	39016.427083333336	39092.4075	39099.52689814815	39099.536041666666	Glenn Shiell	Helicolenus	percoides	5.56666	AD	P	0.0	11.18333	37287001.0	39099.52800925926	N	Helicolenus percoides
GBISBRUVS07	Monacanthidae	Parika scaber	2	50.0	4.0	12.0	104.0	-36.0048	175.5287	Vis poor - very little light penetration. Going to make measurements very hard.	39016.427083333336	39092.4075	39099.52689814815	39099.536041666666	Glenn Shiell	Parika	scaber	5.56666	AD	P	0.0	5.63333	37465005.0	39099.528182870374	N	Parika scaber
GBISBRUVS07	Pinguipedidae	Parapercis binivirgata	1	50.0	4.0	12.0	104.0	-36.0048	175.5287	Vis poor - very little light penetration. Going to make measurements very hard.	39016.427083333336	39092.4075	39099.52689814815	39099.536041666666	Glenn Shiell	Parapercis	binivirgata	7.86666	AD	P	0.0	7.86666	37390012.0	39099.52931712963	N	Parapercis binivirgata
GBISBRUVS07	Labridae	Bodianus unimaculatus	1	50.0	4.0	12.0	104.0	-36.0048	175.5287	Vis poor - very little light penetration. Going to make measurements very hard.	39016.427083333336	39092.4075	39099.52689814815	39099.536041666666	Glenn Shiell	Bodianus	unimaculatus	12.45	M	P	0.0	12.45	37384061.0	39099.532476851855	N	Bodianus unimaculatus
GBISBRUVS07	Labridae	Bodianus flavipinnis	1	50.0	4.0	12.0	104.0	-36.0048	175.5287	Vis poor - very little light penetration. Going to make measurements very hard.	39016.427083333336	39092.4075	39099.52689814815	39099.536041666666	Glenn Shiell	Bodianus	flavipinnis	16.25	AD	P	0.0	16.25	37384035.0	39099.53351851852	N	Bodianus flavipinnis
GBISBRUVS07	Serranidae	Caesioperca lepidoptera	1	50.0	4.0	12.0	104.0	-36.0048	175.5287	Vis poor - very little light penetration. Going to make measurements very hard.	39016.427083333336	39092.4075	39099.52689814815	39099.536041666666	Glenn Shiell	Caesioperca	lepidoptera	24.85	AD	P	0.0	24.85	37311002.0	39099.53482638889	N	Caesioperca lepidoptera
GBISBRUVS07	Serranidae	Caprodon longimanus	1	50.0	4.0	12.0	104.0	-36.0048	175.5287	Vis poor - very little light penetration. Going to make measurements very hard.	39016.427083333336	39092.4075	39099.52689814815	39099.536041666666	Glenn Shiell	Caprodon	longimanus	25.25	AD	P	0.0	25.25	37311095.0	39099.53508101852	N	Caprodon longimanus
GBISBRUVS08	Labridae	Bodianus unimaculatus	3	50.0	4.0	34.0	101.0	-36.0059	175.5281	Vis ~5-6m, moderate light penetration.	39016.43402777778	39092.4075	39098.61429398148	39098.64939814815	Glenn Shiell	Bodianus	unimaculatus	4.56666	F	F	15.21666	8.21666	37384061.0	39098.616319444445	N	Bodianus unimaculatus
GBISBRUVS08	Serranidae	Caprodon longimanus	16	50.0	4.0	34.0	101.0	-36.0059	175.5281	Vis ~5-6m, moderate light penetration.	39016.43402777778	39092.4075	39098.61429398148	39098.64939814815	Glenn Shiell	Caprodon	longimanus	6.35	AD	P	0.0	13.76666	37311095.0	39098.61798611111	N	Caprodon longimanus
GBISBRUVS08	Latridae	Nemadactylus douglasii	1	50.0	4.0	34.0	101.0	-36.0059	175.5281	Vis ~5-6m, moderate light penetration.	39016.43402777778	39092.4075	39098.61429398148	39098.64939814815	Glenn Shiell	Nemadactylus	douglasii	7.31666	AD	P	0.0	7.31666	37991369.0	39098.62677083333	N	Nemadactylus douglasii
GBISBRUVS08	Sparidae	Pagrus auratus	1	50.0	4.0	34.0	101.0	-36.0059	175.5281	Vis ~5-6m, moderate light penetration.	39016.43402777778	39092.4075	39098.61429398148	39098.64939814815	Glenn Shiell	Pagrus	auratus	7.41666	AD	F	9.31666	7.41666	37353001.0	39098.627546296295	N	Pagrus auratus
GBISBRUVS08	Pinguipedidae	Parapercis colias	1	50.0	4.0	34.0	101.0	-36.0059	175.5281	Vis ~5-6m, moderate light penetration.	39016.43402777778	39092.4075	39098.61429398148	39098.64939814815	Glenn Shiell	Parapercis	colias	9.41666	AD	F	13.81666	9.41666	37390790.0	39098.62850694444	N	Parapercis colias
GBISBRUVS08	Scorpaenidae	Helicolenus percoides	1	50.0	4.0	34.0	101.0	-36.0059	175.5281	Vis ~5-6m, moderate light penetration.	39016.43402777778	39092.4075	39098.61429398148	39098.64939814815	Glenn Shiell	Helicolenus	percoides	11.9	AD	P,CO	0.0	11.9	37287001.0	39098.62946759259	N	Helicolenus percoides
GBISBRUVS08	Labridae	Bodianus flavipinnis	1	50.0	4.0	34.0	101.0	-36.0059	175.5281	Vis ~5-6m, moderate light penetration.	39016.43402777778	39092.4075	39098.61429398148	39098.64939814815	Glenn Shiell	Bodianus	flavipinnis	17.55	AD	P	0.0	17.55	37384035.0	39098.63155092593	N	Bodianus flavipinnis
