"project","campaignid","sample","family","genus","species","length","range","number","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Labridae","Ophthalmolepis","lineolatus",325.47362,"1877.24",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Labridae","Ophthalmolepis","lineolatus",333.27109,"1252.12451",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Labridae","Ophthalmolepis","lineolatus",287.91491,"1388.77006",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Labridae","Ophthalmolepis","lineolatus",318.74899,"2193.4647",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Labridae","Ophthalmolepis","lineolatus",164.20566,"2060.24435",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Labridae","Ophthalmolepis","lineolatus",189.28703,"1721.4413",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Labridae","Ophthalmolepis","lineolatus",256.09484,"2050.60564",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Cheilodactylidae","Nemadactylus","douglasii",393.88372,"1765.77685",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Cheilodactylidae","Nemadactylus","douglasii",278.60075,"1120.02755",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Cheilodactylidae","Nemadactylus","douglasii",205.74474,"1667.29401",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Sparidae","Pagrus","auratus",328.40788,"1722.27113",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Sparidae","Pagrus","auratus",223.39323,"1519.84719",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Sparidae","Pagrus","auratus",243.79879,"1379.25662",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Sparidae","Pagrus","auratus",290.03256,"1296.43939",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Sparidae","Pagrus","auratus",225.45752,"1663.76188",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Sparidae","Pagrus","auratus",239.66982,"1665.77819",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Sparidae","Pagrus","auratus",220.85652,"1555.78986",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","EB02","Sparidae","Pagrus","auratus",223.27976,"1877.39433",1,"-32.48747667","152.511125","20110801","09:53:00","Edith.Breaker","Fished","Seal.Rocks","26","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI01","Labridae","Ophthalmolepis","lineolatus",264.79412,"2022.91748",1,"-32.702293","152.24315000000001","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI01","Labridae","Ophthalmolepis","lineolatus",286.1782,"3656.81318",1,"-32.702293","152.24315000000001","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI01","Cheilodactylidae","Nemadactylus","douglasii",299.8126,"2307.22956",1,"-32.702293","152.24315000000001","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI01","Sparidae","Pagrus","auratus",276.70408,"3339.85702",1,"-32.702293","152.24315000000001","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI01","Sparidae","Pagrus","auratus",290.77046,"2660.4073",1,"-32.702293","152.24315000000001","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI01","Sparidae","Pagrus","auratus",235.63307,"2354.54913",1,"-32.702293","152.24315000000001","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","23","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI02","Labridae","Ophthalmolepis","lineolatus",286.99374,"1322.79864",1,"-32.700332","152.244298","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI02","Labridae","Ophthalmolepis","lineolatus",301.00227,"1500.29747",1,"-32.700332","152.244298","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI02","Labridae","Ophthalmolepis","lineolatus",262.35613,"2518.31837",1,"-32.700332","152.244298","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI02","Labridae","Ophthalmolepis","lineolatus",291.27159,"1197.42381",1,"-32.700332","152.244298","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI02","Sparidae","Pagrus","auratus",168.71352,"2731.80985",1,"-32.700332","152.244298","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI02","Sparidae","Pagrus","auratus",275.19961,"2545.47612",1,"-32.700332","152.244298","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI02","Sparidae","Pagrus","auratus",222.01016,"2069.36902",1,"-32.700332","152.244298","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","25","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI08","Labridae","Ophthalmolepis","lineolatus",153.69405,"2258.25973",1,"-32.70163","152.2391483","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI08","Labridae","Ophthalmolepis","lineolatus",186.06475,"2207.38952",1,"-32.70163","152.2391483","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI08","Sparidae","Pagrus","auratus",235.20787,"2279.21339",1,"-32.70163","152.2391483","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI08","Sparidae","Pagrus","auratus",197.18154,"2615.41129",1,"-32.70163","152.2391483","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LI08","Cheilodactylidae","Nemadactylus","douglasii",277.12521,"2017.09594",1,"-32.70163","152.2391483","20110801","09:53:00","Little.Island","Fished","Cabbage.Tree.Island","27","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Labridae","Ophthalmolepis","lineolatus",248.34491,"2341.4486",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Labridae","Ophthalmolepis","lineolatus",312.09173,"2599.99716",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Labridae","Ophthalmolepis","lineolatus",305.07797,"1989.95599",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Sparidae","Pagrus","auratus",268.55377,"2105.67942",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Sparidae","Pagrus","auratus",312.03577,"1121.20927",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Sparidae","Pagrus","auratus",222.06683,"1473.66962",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Sparidae","Pagrus","auratus",236.35175,"2572.44076",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Sparidae","Pagrus","auratus",204.71007,"2513.53235",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Sparidae","Pagrus","auratus",217.32084,"1546.79625",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Sparidae","Pagrus","auratus",279.36403,"2649.88093",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Sparidae","Pagrus","auratus",212.3215,"1244.44852",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS01","Sparidae","Pagrus","auratus",246.48687,"1631.56758",1,"-32.47315333","152.5473933","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","27.4","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Cheilodactylidae","Nemadactylus","douglasii",225.76985,"1818.22537",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Cheilodactylidae","Nemadactylus","douglasii",178.10837,"1664.59646",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Cheilodactylidae","Nemadactylus","douglasii",205.09352,"1984.83381",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Cheilodactylidae","Nemadactylus","douglasii",196.30433,"2041.4674",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Labridae","Ophthalmolepis","lineolatus",276.56048,"1382.54852",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Labridae","Ophthalmolepis","lineolatus",301.90113,"1214.11534",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Labridae","Ophthalmolepis","lineolatus",291.25875,"4023.05706",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Labridae","Ophthalmolepis","lineolatus",288.50932,"4087.67291",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Labridae","Ophthalmolepis","lineolatus",213.93748,"1539.62493",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Labridae","Ophthalmolepis","lineolatus",213.45362,"1520.55787",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Labridae","Ophthalmolepis","lineolatus",299.77338,"2177.32536",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Sparidae","Pagrus","auratus",251.77966,"1061.88092",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Sparidae","Pagrus","auratus",274.31247,"1826.33695",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Sparidae","Pagrus","auratus",258.11952,"1499.04637",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","LS05","Sparidae","Pagrus","auratus",221.77923,"1046.35808",1,"-32.472695","152.546083","20110801","09:53:00","Little.Seal.Rock","No-take","Seal.Rocks","29.5","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","OG03","Sparidae","Pagrus","auratus",244.0956,"5419.1399",1,"-32.55344333","152.4367533","20110801","09:53:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","OG03","Labridae","Ophthalmolepis","lineolatus",272.91081,"2973.97643",1,"-32.55344333","152.4367533","20110801","09:53:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","OG05","Cheilodactylidae","Nemadactylus","douglasii",250.34151,"2193.84943",1,"-32.553115","152.433005","20110801","09:53:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","OG05","Labridae","Ophthalmolepis","lineolatus",209.1484,"1298.70809",1,"-32.553115","152.433005","20110801","09:53:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","OG05","Sparidae","Pagrus","auratus",205.2062,"3484.62953",1,"-32.553115","152.433005","20110801","09:53:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","OG05","Sparidae","Pagrus","auratus",224.75697,"2466.72381",1,"-32.553115","152.433005","20110801","09:53:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","OG06","Labridae","Ophthalmolepis","lineolatus",244.4628,"4000.55891",1,"-32.55412","152.4329","20110801","09:53:00","Outer.Gibber","Fished","Outer.Gibber","44","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","OG06","Labridae","Ophthalmolepis","lineolatus",305.21505,"2711.11676",1,"-32.55412","152.4329","20110801","09:53:00","Outer.Gibber","Fished","Outer.Gibber","44","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2011-08_PSGLMP_StereoBRUVs","OG08","Labridae","Ophthalmolepis","lineolatus",193.59402,"3625.92474",1,"-32.55405833","152.4351817","20110801","09:53:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
