"project","campaignid","sample","family","genus","species","length","range","number","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG02","Labridae","Ophthalmolepis","lineolatus",246.30598,"1810.22485",1,"-32.55464","152.4363067","20130820","09:00:00","Outer.Gibber","Fished","Outer.Gibber","42","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG03","Sparidae","Pagrus","auratus",206.20819,"2056.78216",1,"-32.55344333","152.4367533","20130820","09:00:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG03","Sparidae","Pagrus","auratus",209.21624,"1563.01164",1,"-32.55344333","152.4367533","20130820","09:00:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG03","Labridae","Ophthalmolepis","lineolatus",269.99319,"607.57076",1,"-32.55344333","152.4367533","20130820","09:00:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG03","Labridae","Ophthalmolepis","lineolatus",229.71902,"1796.84995",1,"-32.55344333","152.4367533","20130820","09:00:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG03","Sparidae","Pagrus","auratus",241.01868,"1700.48541",1,"-32.55344333","152.4367533","20130820","09:00:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG04","Sparidae","Pagrus","auratus",236.66942,"2586.96457",1,"-32.55297667","152.43507","20130820","09:00:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG04","Sparidae","Pagrus","auratus",228.97658,"3293.53356",1,"-32.55297667","152.43507","20130820","09:00:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG04","Sparidae","Pagrus","auratus",274.99501,"4579.77289",1,"-32.55297667","152.43507","20130820","09:00:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG04","Labridae","Ophthalmolepis","lineolatus",256.22198,"2369.87285",1,"-32.55297667","152.43507","20130820","09:00:00","Outer.Gibber","Fished","Outer.Gibber","40","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Sparidae","Pagrus","auratus",228.85143,"1580.10724",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Cheilodactylidae","Nemadactylus","douglasii",221.66845,"1927.30938",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Sparidae","Pagrus","auratus",227.07608,"1132.87614",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Sparidae","Pagrus","auratus",228.92946,"1544.05167",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Sparidae","Pagrus","auratus",234.52618,"1785.54223",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Sparidae","Pagrus","auratus",294.02795,"4608.53183",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Sparidae","Pagrus","auratus",281.98719,"3493.94875",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Sparidae","Pagrus","auratus",286.05397,"1348.83656",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Labridae","Ophthalmolepis","lineolatus",274.91169,"4207.23369",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Labridae","Ophthalmolepis","lineolatus",344.02461,"4673.90626",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Labridae","Ophthalmolepis","lineolatus",267.99283,"6251.58261",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG05","Labridae","Ophthalmolepis","lineolatus",223.35957,"1637.76114",1,"-32.553115","152.433005","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","37","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG06","Labridae","Ophthalmolepis","lineolatus",258.34067,"2090.40936",1,"-32.55412","152.4329","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","44","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG06","Sparidae","Pagrus","auratus",287.49174,"2607.6683",1,"-32.55412","152.4329","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","44","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG06","Sparidae","Pagrus","auratus",263.22325,"1569.34561",1,"-32.55412","152.4329","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","44","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG06","Sparidae","Pagrus","auratus",263.39303,"1526.25513",1,"-32.55412","152.4329","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","44","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG06","Odontaspididae","Carcharias","taurus",1637.71417,"2416.05004",1,"-32.55412","152.4329","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","44","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG07","Labridae","Ophthalmolepis","lineolatus",320.13884,"2373.36459",1,"-32.554855","152.43425","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG07","Labridae","Ophthalmolepis","lineolatus",346.22244,"2381.93748",1,"-32.554855","152.43425","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG07","Sparidae","Pagrus","auratus",341.64279,"915.21361",1,"-32.554855","152.43425","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG07","Sparidae","Pagrus","auratus",272.64039,"1203.46078",1,"-32.554855","152.43425","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG07","Sparidae","Pagrus","auratus",204.16838,"1390.56601",1,"-32.554855","152.43425","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG08","Cheilodactylidae","Nemadactylus","douglasii",196.29323,"3963.28927",1,"-32.55405833","152.4351817","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG08","Sparidae","Pagrus","auratus",353.92532,"1914.22339",1,"-32.55405833","152.4351817","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG08","Sparidae","Pagrus","auratus",285.82056,"2529.85741",1,"-32.55405833","152.4351817","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG08","Sparidae","Pagrus","auratus",223.81447,"2437.45717",1,"-32.55405833","152.4351817","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG08","Sparidae","Pagrus","auratus",266.68538,"2571.52121",1,"-32.55405833","152.4351817","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG08","Sparidae","Pagrus","auratus",252.67732,"1991.06023",1,"-32.55405833","152.4351817","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG08","Labridae","Ophthalmolepis","lineolatus",154.25654,"2870.7384",1,"-32.55405833","152.4351817","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG08","Labridae","Ophthalmolepis","lineolatus",281.38528,"1410.94381",1,"-32.55405833","152.4351817","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG08","Labridae","Ophthalmolepis","lineolatus",263.76587,"2415.96756",1,"-32.55405833","152.4351817","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","OG08","Labridae","Ophthalmolepis","lineolatus",241.11723,"2371.11174",1,"-32.55405833","152.4351817","20130820","11:00:00","Outer.Gibber","Fished","Outer.Gibber","48","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Cheilodactylidae","Nemadactylus","douglasii",243.03939,"1430.03093",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Labridae","Ophthalmolepis","lineolatus",239.28292,"1863.91953",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Labridae","Ophthalmolepis","lineolatus",410.97291,"2190.47778",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Labridae","Ophthalmolepis","lineolatus",264.33711,"1153.39138",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Labridae","Ophthalmolepis","lineolatus",258.16664,"1131.21986",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Labridae","Ophthalmolepis","lineolatus",253.85901,"2114.02191",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",213.90069,"1283.24698",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",221.15558,"1022.97741",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",203.95486,"561.70103",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",249.55963,"987.77446",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",222.51613,"828.24733",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",248.8795,"1028.0703",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",227.98999,"986.83577",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",251.08068,"1037.9166",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",252.12366,"937.13335",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",343.89216,"1698.71602",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",346.45253,"1465.14761",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",335.83639,"1436.75545",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",382.70708,"1777.11218",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN01","Sparidae","Pagrus","auratus",262.56246,"811.38128",1,"-32.22882333","152.6014483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","35","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Cheilodactylidae","Nemadactylus","douglasii",322.42392,"3341.51259",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Labridae","Ophthalmolepis","lineolatus",315.92746,"1968.17199",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Labridae","Ophthalmolepis","lineolatus",285.31413,"3282.05828",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Labridae","Ophthalmolepis","lineolatus",376.32316,"2564.95252",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Sparidae","Pagrus","auratus",351.35867,"2646.95664",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Sparidae","Pagrus","auratus",251.90781,"1312.60763",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Sparidae","Pagrus","auratus",321.59003,"1408.46306",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Sparidae","Pagrus","auratus",298.11157,"1740.59018",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Sparidae","Pagrus","auratus",383.32502,"2727.84463",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Sparidae","Pagrus","auratus",246.44045,"1122.32032",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Sparidae","Pagrus","auratus",324.24166,"1821.73566",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN02","Sparidae","Pagrus","auratus",223.76888,"1459.76068",1,"-32.228205","152.6009283","20130822","09:00:00","Pinnacle","No-take","Pinnacle","29","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN04","Sparidae","Pagrus","auratus",258.24354,"2159.97789",1,"-32.22717833","152.5989483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","34","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN04","Sparidae","Pagrus","auratus",299.32228,"2542.62586",1,"-32.22717833","152.5989483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","34","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN04","Sparidae","Pagrus","auratus",294.19313,"1719.64532",1,"-32.22717833","152.5989483","20130822","09:00:00","Pinnacle","No-take","Pinnacle","34","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN05","Sparidae","Pagrus","auratus",181.61288,"2027.57724",1,"-32.22785667","152.60205","20130822","11:00:00","Pinnacle","No-take","Pinnacle","38","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN05","Sparidae","Pagrus","auratus",324.06967,"3318.73157",1,"-32.22785667","152.60205","20130822","11:00:00","Pinnacle","No-take","Pinnacle","38","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN05","Sparidae","Pagrus","auratus",250.31804,"2581.4023",1,"-32.22785667","152.60205","20130822","11:00:00","Pinnacle","No-take","Pinnacle","38","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN05","Cheilodactylidae","Nemadactylus","douglasii",345.36015,"4131.82972",1,"-32.22785667","152.60205","20130822","11:00:00","Pinnacle","No-take","Pinnacle","38","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN05","Labridae","Ophthalmolepis","lineolatus",264.13554,"1491.48328",1,"-32.22785667","152.60205","20130822","11:00:00","Pinnacle","No-take","Pinnacle","38","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN05","Labridae","Ophthalmolepis","lineolatus",279.3903,"1381.85527",1,"-32.22785667","152.60205","20130822","11:00:00","Pinnacle","No-take","Pinnacle","38","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN05","Labridae","Ophthalmolepis","lineolatus",259.69478,"5310.22991",1,"-32.22785667","152.60205","20130822","11:00:00","Pinnacle","No-take","Pinnacle","38","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN05","Sparidae","Pagrus","auratus",271.80833,"1832.22864",1,"-32.22785667","152.60205","20130822","11:00:00","Pinnacle","No-take","Pinnacle","38","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN07","Labridae","Ophthalmolepis","lineolatus",315.82316,"1066.76099",1,"-32.23109833","152.6027317","20130822","11:00:00","Pinnacle","No-take","Pinnacle","47","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN07","Labridae","Ophthalmolepis","lineolatus",260.79703,"3344.31109",1,"-32.23109833","152.6027317","20130822","11:00:00","Pinnacle","No-take","Pinnacle","47","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN07","Sparidae","Pagrus","auratus",304.82002,"855.88744",1,"-32.23109833","152.6027317","20130822","11:00:00","Pinnacle","No-take","Pinnacle","47","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN07","Sparidae","Pagrus","auratus",254.28765,"2330.19658",1,"-32.23109833","152.6027317","20130822","11:00:00","Pinnacle","No-take","Pinnacle","47","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN07","Sparidae","Pagrus","auratus",339.46534,"5016.84596",1,"-32.23109833","152.6027317","20130822","11:00:00","Pinnacle","No-take","Pinnacle","47","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN08","Cheilodactylidae","Nemadactylus","douglasii",349.86338,"1649.82901",1,"-32.22766167","152.601145","20130822","11:00:00","Pinnacle","No-take","Pinnacle","45","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN08","Labridae","Ophthalmolepis","lineolatus",294.45989,"2563.59215",1,"-32.22766167","152.601145","20130822","11:00:00","Pinnacle","No-take","Pinnacle","45","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN08","Labridae","Ophthalmolepis","lineolatus",224.24749,"1596.32945",1,"-32.22766167","152.601145","20130822","11:00:00","Pinnacle","No-take","Pinnacle","45","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN08","Labridae","Bodianus","unimaculatus",337.25474,"1696.18342",1,"-32.22766167","152.601145","20130822","11:00:00","Pinnacle","No-take","Pinnacle","45","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN08","Labridae","Ophthalmolepis","lineolatus",291.47601,"4037.70474",1,"-32.22766167","152.601145","20130822","11:00:00","Pinnacle","No-take","Pinnacle","45","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN08","Labridae","Ophthalmolepis","lineolatus",221.78282,"2307.39609",1,"-32.22766167","152.601145","20130822","11:00:00","Pinnacle","No-take","Pinnacle","45","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN08","Sparidae","Pagrus","auratus",487.86214,"3306.01257",1,"-32.22766167","152.601145","20130822","11:00:00","Pinnacle","No-take","Pinnacle","45","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN08","Sparidae","Pagrus","auratus",420.92847,"3283.28253",1,"-32.22766167","152.601145","20130822","11:00:00","Pinnacle","No-take","Pinnacle","45","DH","Yes","Yes",NA
"Port Stephens-Great Lakes Marine Park MER Program","2013-08_PSGLMP_StereoBRUVs","PN08","Sparidae","Pagrus","auratus",253.45047,"4330.19347",1,"-32.22766167","152.601145","20130822","11:00:00","Pinnacle","No-take","Pinnacle","45","DH","Yes","Yes",NA
