"campaignid","sample","family","genus","species","maxn"
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB110","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB110","Lutjanidae","Symphorus","nematophorus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB110","Microdesmidae","Ptereleotris","microlepis",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB110","Mullidae","Parupeneus","indicus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB110","Nemipteridae","Pentapodus","porosus",6
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB110","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB110","Scombridae","Scomberomorus","spp",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Chaetodontidae","Chelmon","marginalis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Labridae","Cheilio","inermis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Labridae","Choerodon","cauteroma",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Labridae","Choerodon","cyanodus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Labridae","Choerodon","vitta",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Labridae","Coris","caudimacula",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Labridae","Leptojulis","cyanopleura",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Lethrinidae","Lethrinus","laticaudis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Mullidae","Parupeneus","indicus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Nemipteridae","Pentapodus","porosus",21
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Pomacanthidae","Chaetodontoplus","duboulayi",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Rhinidae","Rhynchobatus","australiae",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Serranidae","Epinephelus","bilobatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Serranidae","Epinephelus","rivulatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB111","Siganidae","Siganus","fuscescens",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Carcharhinidae","Negaprion","acutidens",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Chaetodontidae","Chaetodon","aureofasciatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Chaetodontidae","Chelmon","marginalis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Labridae","Choerodon","cauteroma",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Labridae","Choerodon","cyanodus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Labridae","Choerodon","vitta",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Lethrinidae","Lethrinus","laticaudis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Lethrinidae","Lethrinus","punctulatus",17
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Lutjanidae","Lutjanus","carponotatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Mullidae","Parupeneus","indicus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Nemipteridae","Pentapodus","porosus",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Scombridae","Scomberomorus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Siganidae","Siganus","fuscescens",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB112","Sphyraenidae","Sphyraena","obtusata",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Acanthuridae","Acanthurus","grammoptilus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Caesionidae","Caesio","cuning",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Carangidae","Carangoides","fulvoguttatus",32
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Carangidae","Carangoides","gymnostethus",14
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Carangidae","Gnathanodon","speciosus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Carangidae","Scomberoides","lysan",73
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Chaetodontidae","Chaetodon","lineolatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Labridae","Choerodon","cyanodus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Labridae","Choerodon","schoenleinii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Labridae","Labroides","dimidiatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Labridae","Thalassoma","lunare",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Lethrinidae","Lethrinus","atkinsoni",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Lethrinidae","Lethrinus","laticaudis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Lutjanidae","Lutjanus","carponotatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Lutjanidae","Lutjanus","lemniscatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Mullidae","Parupeneus","indicus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Nemipteridae","Pentapodus","emeryii",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Pomacanthidae","Chaetodontoplus","duboulayi",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Pomacanthidae","Pomacanthus","sexstriatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Pomacentridae","Pomacentrus","milleri",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Scaridae","Scarus","spp",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB113","Siganidae","Siganus","fuscescens",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Blenniidae","Cirripectes","filamentosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Caesionidae","Caesio","teres",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Carangidae","Carangoides","fulvoguttatus",21
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Carangidae","Carangoides","gymnostethus",15
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Carangidae","Gnathanodon","speciosus",12
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Carcharhinidae","Carcharhinus","melanopterus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Carcharhinidae","Triaenodon","obesus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Clupeidae","Herklotsichthys","spp",200
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Echeneidae","Echeneis","naucrates",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Ginglymostomatidae","Nebrius","ferrugineus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Labridae","Anampses","lennardi",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Labridae","Choerodon","cauteroma",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Labridae","Choerodon","cyanodus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Labridae","Halichoeres","melanochir",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Lethrinidae","Lethrinus","atkinsoni",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Lethrinidae","Lethrinus","laticaudis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Lethrinidae","Lethrinus","lentjan",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Lethrinidae","Lethrinus","nebulosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Lethrinidae","Lethrinus","olivaceus",9
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Lutjanidae","Lutjanus","carponotatus",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Lutjanidae","Lutjanus","lemniscatus",11
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Mullidae","Parupeneus","indicus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Nemipteridae","Pentapodus","emeryii",6
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Pomacanthidae","Chaetodontoplus","duboulayi",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Pomacanthidae","Pomacanthus","sexstriatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Pomacentridae","Neopomacentrus","filamentosus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Pomacentridae","Pomacentrus","coelestis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Pomacentridae","Pomacentrus","milleri",6
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Pomacentridae","Pomacentrus","nagasakiensis",8
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Pseudochromidae","Pseudochromis","fuscus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Scaridae","Scarus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Scombridae","Scomberomorus","spp",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Serranidae","Epinephelus","bilobatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Serranidae","Epinephelus","coioides",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Serranidae","Plectropomus","spp",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB114","Siganidae","Siganus","doliatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Apogonidae","Ostorhinchus","doederleini",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Blenniidae","Plagiotremus","rhinorhynchos",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Carangidae","Gnathanodon","speciosus",22
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Chaetodontidae","Chaetodon","aureofasciatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Chaetodontidae","Chelmon","marginalis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Echeneidae","Echeneis","naucrates",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Ginglymostomatidae","Nebrius","ferrugineus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Anampses","lennardi",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Cheilio","inermis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Choerodon","cauteroma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Choerodon","cyanodus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Coris","caudimacula",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Halichoeres","biocellatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Halichoeres","marginatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Halichoeres","melanochir",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Halichoeres","nebulosus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Labroides","dimidiatus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Oxycheilinus","bimaculatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Stethojulis","bandanensis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Labridae","Thalassoma","lunare",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Mullidae","Parupeneus","barberinoides",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Mullidae","Parupeneus","indicus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Muraenidae","Gymnothorax","undulatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Nemipteridae","Pentapodus","emeryii",5
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Pomacentridae","Neopomacentrus","filamentosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Pomacentridae","Pomacentrus","coelestis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Pomacentridae","Pomacentrus","milleri",22
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Pomacentridae","Pomacentrus","nagasakiensis",17
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Serranidae","Epinephelus","bilobatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Serranidae","Epinephelus","quoyanus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Serranidae","Epinephelus","rivulatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB115","Serranidae","Plectropomus","spp",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Acanthuridae","Acanthurus","dussumieri",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Acanthuridae","Acanthurus","grammoptilus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Balistidae","Sufflamen","chrysopterum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Caesionidae","Caesio","cuning",8
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Carangidae","Carangoides","fulvoguttatus",9
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Carangidae","Carangoides","gymnostethus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Carcharhinidae","Triaenodon","obesus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Chaetodontidae","Chaetodon","aureofasciatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Chaetodontidae","Chelmon","marginalis",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Chaetodontidae","Heniochus","acuminatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Echeneidae","Echeneis","naucrates",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Glaucosomatidae","Glaucosoma","magnificum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Labridae","Cheilinus","chlorourus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Labridae","Choerodon","cyanodus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Labridae","Halichoeres","melanochir",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Labridae","Halichoeres","nebulosus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Labridae","Hemigymnus","melapterus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Labridae","Thalassoma","lunare",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Lethrinidae","Lethrinus","atkinsoni",11
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Lethrinidae","Lethrinus","laticaudis",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Lethrinidae","Lethrinus","lentjan",7
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Lethrinidae","Lethrinus","nebulosus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Lutjanidae","Lutjanus","carponotatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Lutjanidae","Lutjanus","lemniscatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Nemipteridae","Pentapodus","emeryii",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Nemipteridae","Scolopsis","bilineata",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Nemipteridae","Scolopsis","monogramma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Pomacanthidae","Chaetodontoplus","duboulayi",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Pomacanthidae","Pomacanthus","semicirculatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Pomacentridae","Pomacentrus","coelestis",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Pomacentridae","Pomacentrus","milleri",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Pomacentridae","Pomacentrus","nagasakiensis",9
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Scaridae","Scarus","chameleon",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Scaridae","Scarus","ghobban",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Scaridae","Scarus","rivulatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Serranidae","Epinephelus","bilobatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Serranidae","Plectropomus","spp",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Siganidae","Siganus","doliatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB116","Siganidae","Siganus","fuscescens",10
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Acanthuridae","Acanthurus","dussumieri",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Acanthuridae","Acanthurus","grammoptilus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Acanthuridae","Naso","fageni",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Acanthuridae","Naso","unicornis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Aulostomidae","Aulostomus","chinensis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Balistidae","Sufflamen","fraenatum",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Blenniidae","Plagiotremus","rhinorhynchos",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Caesionidae","Caesio","cuning",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Carangidae","Atule","mate",6
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Carangidae","Carangoides","fulvoguttatus",18
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Carangidae","Carangoides","gymnostethus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Carangidae","Scomberoides","lysan",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Carcharhinidae","Carcharhinus","melanopterus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Chaetodontidae","Chaetodon","aureofasciatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Chaetodontidae","Chaetodon","auriga",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Chaetodontidae","Chaetodon","lineolatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Chaetodontidae","Chaetodon","lunula",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Chaetodontidae","Chaetodon","plebeius",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Chaetodontidae","Chaetodon","speculum",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Chaetodontidae","Chelmon","marginalis",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Anampses","lennardi",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Bodianus","bilunulatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Cheilinus","chlorourus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Choerodon","cauteroma",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Choerodon","cyanodus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Gomphosus","varius",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Halichoeres","melanochir",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Hemigymnus","fasciatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Hemigymnus","melapterus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Hologymnosus","annulatus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Labroides","dimidiatus",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Labridae","Thalassoma","lunare",12
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Lethrinidae","Lethrinus","atkinsoni",16
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Lethrinidae","Lethrinus","laticaudis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Lethrinidae","Lethrinus","lentjan",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Lethrinidae","Lethrinus","olivaceus",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Lutjanidae","Lutjanus","carponotatus",4
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Lutjanidae","Lutjanus","lemniscatus",3
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Lutjanidae","Lutjanus","vitta",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Monacanthidae","Cantherhines","pardalis",1
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Nemipteridae","Pentapodus","emeryii",2
"2014-05_Exmouth.to.Dampier.shallow_stereoBRUVs","NCB117","Nemipteridae","Scolopsis","bilineata",1
