"campaignid","sample","family","genus","species","maxn","stereo.maxn","difference","percent.difference"
"2015-09_Dampier.transect_stereoBRUVs","NCB1485","Hydrophiidae","Hydrophis","ornatus",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1486","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1491","Labridae","Oxycheilinus","rhodochrous",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1492","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1492","Labridae","Oxycheilinus","rhodochrous",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1493","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1494","Lethrinidae","Lethrinus","ravus",4,3,1,25
"2015-09_Dampier.transect_stereoBRUVs","NCB1496","Lethrinidae","Lethrinus","ravus",4,3,1,25
"2015-09_Dampier.transect_stereoBRUVs","NCB1499","Synodontidae","Saurida","undosquamis",3,2,1,33.3333333333333
"2015-09_Dampier.transect_stereoBRUVs","NCB1500","Hydrophiidae","Hydrophis","ornatus",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1502","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1503","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1504","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1535","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1536","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1536","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1536","Pomacentridae","Pomacentrus","nigromanus",2,1,1,50
"2015-09_Dampier.transect_stereoBRUVs","NCB1537","Rhinobatidae","Glaucostegus","typus",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1537","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1540","Hydrophiidae","Aipysurus","tenuis",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1541","Tetraodontidae","Lagocephalus","lunaris",2,1,1,50
"2015-09_Dampier.transect_stereoBRUVs","NCB1543","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1544","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Dampier.transect_stereoBRUVs","NCB1544","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB199","Plotosidae","Paraplotosus","butleri",2,1,1,50
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB200","Dasyatidae","Himantura","granulata",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB202","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB203","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB209","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB213","Carangidae","Selaroides","leptolepis",3,2,1,33.3333333333333
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB217","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB218","Latidae","Psammoperca","waigiensis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB221","Pomacentridae","Pomacentrus","milleri",16,15,1,6.25
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB222","Latidae","Psammoperca","waigiensis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB222","Pomacentridae","Pomacentrus","milleri",14,13,1,7.14285714285714
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB223","Pomacentridae","Pomacentrus","milleri",2,1,1,50
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB227","Pomacentridae","Pomacentrus","milleri",2,1,1,50
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB229","Latidae","Psammoperca","waigiensis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB232","Latidae","Psammoperca","waigiensis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB235","Latidae","Psammoperca","waigiensis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB239","Latidae","Psammoperca","waigiensis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB242","Pomacentridae","Pomacentrus","milleri",2,1,1,50
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB249","Latidae","Psammoperca","waigiensis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB252","Latidae","Psammoperca","waigiensis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB253","Latidae","Psammoperca","waigiensis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB255","Pomacentridae","Pomacentrus","milleri",3,2,1,33.3333333333333
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB256","Pomacentridae","Pomacentrus","milleri",3,2,1,33.3333333333333
"2015-09_Exmouth.Gulf_stereoBRUVs","MNCB269","Acanthuridae","Acanthurus","grammoptilus",11,10,1,9.09090909090909
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1281","Nemipteridae","Scaevius","milii",2,1,1,50
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1291","Hydrophiidae","Astrotia","stokesii",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1300","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1304","Terapontidae","Pelates","octolineatus",69,68,1,1.44927536231884
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1308","Rhinobatidae","Glaucostegus","typus",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1313","Rhinobatidae","Glaucostegus","typus",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1322","Carangidae","Selaroides","leptolepis",2,1,1,50
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1326","Hydrophiidae","Aipysurus","tenuis",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1345","Dasyatidae","Himantura","fai",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1355","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Exmouth.Gulf_stereoBRUVs","NCB1358","Muraenidae","Gymnothorax","thrysoideus",0,1,1,Inf
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB277","Haemulidae","Plectorhinchus","unicolor",0,1,1,Inf
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB277","Latidae","Psammoperca","waigiensis",0,1,1,Inf
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB281","Mullidae","Parupeneus","indicus",2,1,1,50
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB283","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB292","Haemulidae","Diagramma","pictum",0,1,1,Inf
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB292","Labridae","Choerodon","cauteroma",2,1,1,50
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB304","Hydrophiidae","Astrotia","stokesii",0,1,1,Inf
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB306","Scombridae","Cybiosarda","elegans",14,13,1,7.14285714285714
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB312","Pomacentridae","Pomacentrus","milleri",6,5,1,16.6666666666667
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB313","Pomacentridae","Pomacentrus","milleri",22,21,1,4.54545454545455
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB314","Pomacentridae","Pomacentrus","milleri",18,17,1,5.55555555555556
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB314","Siganidae","Siganus","doliatus",3,2,1,33.3333333333333
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","MNCB322","Pomacentridae","Pomacentrus","milleri",7,6,1,14.2857142857143
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","NCB1418","Pomacentridae","Abudefduf","bengalensis",21,20,1,4.76190476190476
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","NCB1421","Hydrophiidae","Aipysurus","laevis",0,1,1,Inf
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","NCB1421","Labridae","Choerodon","cauteroma",0,1,1,Inf
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","NCB1429","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","NCB1436","Rhynchobatidae","Rhynchobatus","australiae",0,1,1,Inf
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","NCB1438","Mullidae","Upeneus","tragula",1,2,1,100
"2015-09_Mackerel.Islands.shallow_stereoBRUVs","NCB1439","Monacanthidae","Paramonacanthus","choirocephalus",2,1,1,50
